MaSV,HoTen,Diem
SV4808,Le Van S8,4.78
SV4809,Nguyen Van S9,6
SV4810,Tran Thi S0,7.88
SV4811,Le Van S1,5.31
SV4812,Nguyen Van S2,7.92
SV4813,Tran Thi S3,9.88
SV4814,Le Van S4,7.51
SV4815,Nguyen Van S5,7.8
SV4816,Tran Thi S6,6.17
SV4817,Le Van S7,6.03
SV4818,Nguyen Van S8,9.16
SV4819,Tran Thi S9,8.99
SV4820,Le Van S0,7.61
SV4821,Nguyen Van S1,4.44
SV4822,Tran Thi S2,4.56
SV4823,Le Van S3,7.03
SV4824,Nguyen Van S4,9.87
SV4825,Tran Thi S5,8.42
SV4826,Le Van S6,8.29
SV4827,Nguyen Van S7,4.77
SV4828,Tran Thi S8,4.99
SV4829,Le Van S9,4.18
SV4830,Nguyen Van S0,8.87
SV4831,Tran Thi S1,5.77
SV4832,Le Van S2,8.03
SV4833,Nguyen Van S3,9.53
SV4834,Tran Thi S4,7.73
SV4835,Le Van S5,6.63
SV4836,Nguyen Van S6,8.73
SV4837,Tran Thi S7,5.48
SV4838,Le Van S8,8.72
SV4839,Nguyen Van S9,9.56
SV4840,Tran Thi S0,5.11
SV4841,Le Van S1,6.86
SV4842,Nguyen Van S2,8.94
SV4843,Tran Thi S3,8.01
SV4844,Le Van S4,4.27
SV4845,Nguyen Van S5,4.18
SV4846,Tran Thi S6,6.66
SV4847,Le Van S7,8.67
SV4848,Nguyen Van S8,5.29
SV4849,Tran Thi S9,4.29
SV4850,Le Van S0,8.32
SV4851,Nguyen Van S1,4.52
SV4852,Tran Thi S2,6.79
SV4853,Le Van S3,5.74
SV4854,Nguyen Van S4,9.61
SV4855,Tran Thi S5,8.16
SV4856,Le Van S6,6.72
SV4857,Nguyen Van S7,4.46
SV4858,Tran Thi S8,4.21
SV4859,Le Van S9,9.94
SV4860,Nguyen Van S0,5.93
SV4861,Tran Thi S1,9.12
SV4862,Le Van S2,6.31
SV4863,Nguyen Van S3,7.73
SV4864,Tran Thi S4,5.58
SV4865,Le Van S5,4.99
SV4866,Nguyen Van S6,8.66
SV4867,Tran Thi S7,5.63
SV4868,Le Van S8,5.44
SV4869,Nguyen Van S9,4.15
SV4870,Tran Thi S0,4.87
SV4871,Le Van S1,6.12
SV4872,Nguyen Van S2,7.43
SV4873,Tran Thi S3,6.99
SV4874,Le Van S4,5.81
SV4875,Nguyen Van S5,5.47
SV4876,Tran Thi S6,6.59
SV4877,Le Van S7,6.41
SV4878,Nguyen Van S8,9.9
SV4879,Tran Thi S9,8.74
SV4880,Le Van S0,6.97
SV4881,Nguyen Van S1,7.43
SV4882,Tran Thi S2,9.27
SV4883,Le Van S3,7.96
SV4884,Nguyen Van S4,5.19
SV4885,Tran Thi S5,4.04
SV4886,Le Van S6,9.63
SV4887,Nguyen Van S7,7.66
SV4888,Tran Thi S8,7.33
SV4889,Le Van S9,4.31
SV4890,Nguyen Van S0,4.23
SV4891,Tran Thi S1,6.35
SV4892,Le Van S2,5.04
SV4893,Nguyen Van S3,6.46
SV4894,Tran Thi S4,6.41
SV4895,Le Van S5,5.79
SV4896,Nguyen Van S6,7.06
SV4897,Tran Thi S7,9.41
SV4898,Le Van S8,9.5
SV4899,Nguyen Van S9,9.71
SV4900,Tran Thi S0,8.8
SV4901,Le Van S1,8.51
SV4902,Nguyen Van S2,9.13
SV4903,Tran Thi S3,6.75
SV4904,Le Van S4,6.55
SV4905,Nguyen Van S5,4.95
SV4906,Tran Thi S6,6.34
SV4907,Le Van S7,7.14
SV4908,Nguyen Van S8,8.54
SV4909,Tran Thi S9,8.19
SV4910,Le Van S0,8.49
SV4911,Nguyen Van S1,9.54
SV4912,Tran Thi S2,7.31
SV4913,Le Van S3,5.79
SV4914,Nguyen Van S4,8.8
SV4915,Tran Thi S5,4.94
SV4916,Le Van S6,9.01
SV4917,Nguyen Van S7,9.78
SV4918,Tran Thi S8,9.11
SV4919,Le Van S9,5.32
SV4920,Nguyen Van S0,6.91
SV4921,Tran Thi S1,5.51
SV4922,Le Van S2,9.41
SV4923,Nguyen Van S3,7.35
SV4924,Tran Thi S4,4.69
SV4925,Le Van S5,8.51
SV4926,Nguyen Van S6,6.94
SV4927,Tran Thi S7,6.91
SV4928,Le Van S8,5.98
SV4929,Nguyen Van S9,6.14
SV4930,Tran Thi S0,7.43
SV4931,Le Van S1,4.89
SV4932,Nguyen Van S2,8.87
SV4933,Tran Thi S3,5.06
SV4934,Le Van S4,4.28
SV4935,Nguyen Van S5,8.61
SV4936,Tran Thi S6,8.34
SV4937,Le Van S7,8.2
SV4938,Nguyen Van S8,5
SV4939,Tran Thi S9,6.98
SV4940,Le Van S0,9.82
SV4941,Nguyen Van S1,7.59
SV4942,Tran Thi S2,6.66
SV4943,Le Van S3,9.13
SV4944,Nguyen Van S4,6.12
SV4945,Tran Thi S5,8.96
SV4946,Le Van S6,6.46
SV4947,Nguyen Van S7,9.26
SV4948,Tran Thi S8,8.31
SV4949,Le Van S9,4.86
SV4950,Nguyen Van S0,8.88
SV4951,Tran Thi S1,9.27
SV4952,Le Van S2,4.29
SV4953,Nguyen Van S3,7.49
SV4954,Tran Thi S4,9.78
SV4955,Le Van S5,4.55
SV4956,Nguyen Van S6,5.22
SV4957,Tran Thi S7,8.09
SV4958,Le Van S8,7.89
SV4959,Nguyen Van S9,7.08
SV4960,Tran Thi S0,9.38
SV4961,Le Van S1,7.43
SV4962,Nguyen Van S2,7.68
SV4963,Tran Thi S3,4.17
SV4964,Le Van S4,7.04
SV4965,Nguyen Van S5,6.45
SV4966,Tran Thi S6,9.21
SV4967,Le Van S7,4.86
SV4968,Nguyen Van S8,5.2
SV4969,Tran Thi S9,9.23
SV4970,Le Van S0,8.51
SV4971,Nguyen Van S1,7.35
SV4972,Tran Thi S2,9.18
SV4973,Le Van S3,7.18
SV4974,Nguyen Van S4,6.17
SV4975,Tran Thi S5,4.7
SV4976,Le Van S6,8.95
SV4977,Nguyen Van S7,6.69
SV4978,Tran Thi S8,4.91
SV4979,Le Van S9,4.38
SV4980,Nguyen Van S0,6.69
SV4981,Tran Thi S1,6.63
SV4982,Le Van S2,7.39
SV4983,Nguyen Van S3,5.04
SV4984,Tran Thi S4,4.42
SV4985,Le Van S5,9.06
SV4986,Nguyen Van S6,7.95
SV4987,Tran Thi S7,8.02
SV4988,Le Van S8,9.43
SV4989,Nguyen Van S9,8.4
SV4990,Tran Thi S0,9.25
SV4991,Le Van S1,4.25
SV4992,Nguyen Van S2,9.37
SV4993,Tran Thi S3,4.31
SV4994,Le Van S4,8.55
SV4995,Nguyen Van S5,9.09
SV4996,Tran Thi S6,9.14
SV4997,Le Van S7,7.42
SV4998,Nguyen Van S8,4.63
SV4999,Tran Thi S9,8.49
SV5000,Le Van S0,6.3
SV5001,Nguyen Van S1,8.05
SV5002,Tran Thi S2,6.32
SV5003,Le Van S3,5.9
SV5004,Nguyen Van S4,4.14
SV5005,Tran Thi S5,8.57
SV5006,Le Van S6,8.41
SV5007,Nguyen Van S7,8.01
SV5008,Tran Thi S8,6.84
SV5009,Le Van S9,8.19
SV5010,Nguyen Van S0,7.46
SV5011,Tran Thi S1,8.55
SV5012,Le Van S2,4.56
SV5013,Nguyen Van S3,4.62
SV5014,Tran Thi S4,8.79
SV5015,Le Van S5,8.49
SV5016,Nguyen Van S6,6.86
SV5017,Tran Thi S7,9.68
SV5018,Le Van S8,4.5
SV5019,Nguyen Van S9,4.63
SV5020,Tran Thi S0,4.16
SV5021,Le Van S1,5.5
SV5022,Nguyen Van S2,4.34
SV5023,Tran Thi S3,8.29
SV5024,Le Van S4,9.08
SV5025,Nguyen Van S5,5.45
SV5026,Tran Thi S6,9.79
SV5027,Le Van S7,6.45
SV5028,Nguyen Van S8,7.78
SV5029,Tran Thi S9,6.58
SV5030,Le Van S0,8.09
SV5031,Nguyen Van S1,4.06
SV5032,Tran Thi S2,5.07
SV5033,Le Van S3,5.08
SV5034,Nguyen Van S4,8.49
SV5035,Tran Thi S5,6.18
SV5036,Le Van S6,8.45
SV5037,Nguyen Van S7,7.79
SV5038,Tran Thi S8,6.01
SV5039,Le Van S9,5.82
SV5040,Nguyen Van S0,5.06
SV5041,Tran Thi S1,5.54
SV5042,Le Van S2,4.09
SV5043,Nguyen Van S3,4.7
SV5044,Tran Thi S4,4
SV5045,Le Van S5,9.14
SV5046,Nguyen Van S6,8.29
SV5047,Tran Thi S7,4.89
SV5048,Le Van S8,7.77
SV5049,Nguyen Van S9,4.65
SV5050,Tran Thi S0,9.03
SV5051,Le Van S1,8.3
SV5052,Nguyen Van S2,9.49
SV5053,Tran Thi S3,4.67
SV5054,Le Van S4,9.89
SV5055,Nguyen Van S5,6.83
SV5056,Tran Thi S6,4.07
SV5057,Le Van S7,5.08
SV5058,Nguyen Van S8,6.38
SV5059,Tran Thi S9,7.31
SV5060,Le Van S0,7.5
SV5061,Nguyen Van S1,8.41
SV5062,Tran Thi S2,8.44
SV5063,Le Van S3,7.19
SV5064,Nguyen Van S4,9.28
SV5065,Tran Thi S5,8.1
SV5066,Le Van S6,6.67
SV5067,Nguyen Van S7,7.7
SV5068,Tran Thi S8,4.59
SV5069,Le Van S9,5.62
SV5070,Nguyen Van S0,7.76
SV5071,Tran Thi S1,9.25
SV5072,Le Van S2,4.67
SV5073,Nguyen Van S3,8.07
SV5074,Tran Thi S4,4.35
SV5075,Le Van S5,9.14
SV5076,Nguyen Van S6,5.21
SV5077,Tran Thi S7,9.06
SV5078,Le Van S8,7.84
SV5079,Nguyen Van S9,4.33
SV5080,Tran Thi S0,6.44
SV5081,Le Van S1,8.1
SV5082,Nguyen Van S2,8.2
SV5083,Tran Thi S3,8.6
SV5084,Le Van S4,9.2
SV5085,Nguyen Van S5,5.42
SV5086,Tran Thi S6,8.68
SV5087,Le Van S7,6.52
SV5088,Nguyen Van S8,8.49
SV5089,Tran Thi S9,8.91
SV5090,Le Van S0,7.57
SV5091,Nguyen Van S1,7.97
SV5092,Tran Thi S2,7.6
SV5093,Le Van S3,7.14
SV5094,Nguyen Van S4,9.98
SV5095,Tran Thi S5,6.52
SV5096,Le Van S6,5.58
SV5097,Nguyen Van S7,9.82
SV5098,Tran Thi S8,7.77
SV5099,Le Van S9,9.4
SV5100,Nguyen Van S0,4.33
SV5101,Tran Thi S1,9.56
SV5102,Le Van S2,9.78
SV5103,Nguyen Van S3,6.9
SV5104,Tran Thi S4,7.82
SV5105,Le Van S5,6.06
SV5106,Nguyen Van S6,8.77
SV5107,Tran Thi S7,6.68
SV5108,Le Van S8,4.63
SV5109,Nguyen Van S9,6.75
SV5110,Tran Thi S0,6.19
SV5111,Le Van S1,6.25
SV5112,Nguyen Van S2,4.36
SV5113,Tran Thi S3,7.59
SV5114,Le Van S4,6.81
SV5115,Nguyen Van S5,6.57
SV5116,Tran Thi S6,8.4
SV5117,Le Van S7,4.45
SV5118,Nguyen Van S8,6.63
SV5119,Tran Thi S9,9.2
SV5120,Le Van S0,6.53
SV5121,Nguyen Van S1,6.08
SV5122,Tran Thi S2,8.1
SV5123,Le Van S3,5.77
SV5124,Nguyen Van S4,7.35
SV5125,Tran Thi S5,7.17
SV5126,Le Van S6,7.49
SV5127,Nguyen Van S7,5.02
SV5128,Tran Thi S8,4.91
SV5129,Le Van S9,7.49
SV5130,Nguyen Van S0,4.08
SV5131,Tran Thi S1,4.32
SV5132,Le Van S2,6.23
SV5133,Nguyen Van S3,5.12
SV5134,Tran Thi S4,7.11
SV5135,Le Van S5,8.58
SV5136,Nguyen Van S6,7.62
SV5137,Tran Thi S7,8.07
SV5138,Le Van S8,5.62
SV5139,Nguyen Van S9,4.08
SV5140,Tran Thi S0,4.14
SV5141,Le Van S1,5.5
SV5142,Nguyen Van S2,6.88
SV5143,Tran Thi S3,5.58
SV5144,Le Van S4,9.65
SV5145,Nguyen Van S5,4.8
SV5146,Tran Thi S6,8.66
SV5147,Le Van S7,6.72
SV5148,Nguyen Van S8,5.62
SV5149,Tran Thi S9,7.99
SV5150,Le Van S0,7.22
SV5151,Nguyen Van S1,4.94
SV5152,Tran Thi S2,5.37
SV5153,Le Van S3,6.38
SV5154,Nguyen Van S4,8.55
SV5155,Tran Thi S5,7.48
SV5156,Le Van S6,7.29
SV5157,Nguyen Van S7,9.8
SV5158,Tran Thi S8,7.3
SV5159,Le Van S9,4.22
SV5160,Nguyen Van S0,8.29
SV5161,Tran Thi S1,5.47
SV5162,Le Van S2,5.88
SV5163,Nguyen Van S3,8.08
SV5164,Tran Thi S4,5.94
SV5165,Le Van S5,4.94
SV5166,Nguyen Van S6,5.41
SV5167,Tran Thi S7,8.42
SV5168,Le Van S8,5.56
SV5169,Nguyen Van S9,7.57
SV5170,Tran Thi S0,6.05
SV5171,Le Van S1,8.22
SV5172,Nguyen Van S2,4.62
SV5173,Tran Thi S3,5.78
SV5174,Le Van S4,8.68
SV5175,Nguyen Van S5,5.61
SV5176,Tran Thi S6,7.91
SV5177,Le Van S7,6.3
SV5178,Nguyen Van S8,7.54
SV5179,Tran Thi S9,7.25
SV5180,Le Van S0,7.15
SV5181,Nguyen Van S1,5.93
SV5182,Tran Thi S2,6.61
SV5183,Le Van S3,9.29
SV5184,Nguyen Van S4,9.61
SV5185,Tran Thi S5,8.68
SV5186,Le Van S6,8.8
SV5187,Nguyen Van S7,6.38
SV5188,Tran Thi S8,8.88
SV5189,Le Van S9,5.5
SV5190,Nguyen Van S0,8.74
SV5191,Tran Thi S1,7.01
SV5192,Le Van S2,5.49
SV5193,Nguyen Van S3,5.49
SV5194,Tran Thi S4,9.3
SV5195,Le Van S5,8.28
SV5196,Nguyen Van S6,6.84
SV5197,Tran Thi S7,7.47
SV5198,Le Van S8,4.02
SV5199,Nguyen Van S9,8.43
SV5200,Tran Thi S0,7.56
SV5201,Le Van S1,8.51
SV5202,Nguyen Van S2,9.38
SV5203,Tran Thi S3,8.44
SV5204,Le Van S4,8.39
SV5205,Nguyen Van S5,5.6
SV5206,Tran Thi S6,6.6
SV5207,Le Van S7,9.66
SV5208,Nguyen Van S8,6.1
SV5209,Tran Thi S9,7.25
SV5210,Le Van S0,8.32
SV5211,Nguyen Van S1,9.51
SV5212,Tran Thi S2,4.88
SV5213,Le Van S3,6.53
SV5214,Nguyen Van S4,5
SV5215,Tran Thi S5,8.22
SV5216,Le Van S6,9.21
SV5217,Nguyen Van S7,9.73
SV5218,Tran Thi S8,5.18
SV5219,Le Van S9,6.88
SV5220,Nguyen Van S0,7.24
SV5221,Tran Thi S1,4.62
SV5222,Le Van S2,8.25
SV5223,Nguyen Van S3,9.76
SV5224,Tran Thi S4,8.02
SV5225,Le Van S5,7.02
SV5226,Nguyen Van S6,8.63
SV5227,Tran Thi S7,6.84
SV5228,Le Van S8,6.02
SV5229,Nguyen Van S9,9.64
SV5230,Tran Thi S0,4.02
SV5231,Le Van S1,5
SV5232,Nguyen Van S2,8.33
SV5233,Tran Thi S3,7.39
SV5234,Le Van S4,6.5
SV5235,Nguyen Van S5,5.48
SV5236,Tran Thi S6,4.93
SV5237,Le Van S7,6.69
SV5238,Nguyen Van S8,6.83
SV5239,Tran Thi S9,6.59
SV5240,Le Van S0,5.21
SV5241,Nguyen Van S1,5.84
SV5242,Tran Thi S2,8.74
SV5243,Le Van S3,6.09
SV5244,Nguyen Van S4,4.03
SV5245,Tran Thi S5,7.72
SV5246,Le Van S6,6.08
SV5247,Nguyen Van S7,4.87
SV5248,Tran Thi S8,5.12
SV5249,Le Van S9,6.84
SV5250,Nguyen Van S0,4.14
SV5251,Tran Thi S1,6.3
SV5252,Le Van S2,6.5
SV5253,Nguyen Van S3,4.46
SV5254,Tran Thi S4,9.09
SV5255,Le Van S5,5.22
SV5256,Nguyen Van S6,5.69
SV5257,Tran Thi S7,7.37
SV5258,Le Van S8,5.39
SV5259,Nguyen Van S9,7.37
SV5260,Tran Thi S0,4.82
SV5261,Le Van S1,8.28
SV5262,Nguyen Van S2,9.67
SV5263,Tran Thi S3,8.39
SV5264,Le Van S4,9.93
SV5265,Nguyen Van S5,8.59
SV5266,Tran Thi S6,6.05
SV5267,Le Van S7,5.64
SV5268,Nguyen Van S8,6.14
SV5269,Tran Thi S9,8.21
SV5270,Le Van S0,4.34
SV5271,Nguyen Van S1,7.84
SV5272,Tran Thi S2,6.15
SV5273,Le Van S3,9.35
SV5274,Nguyen Van S4,5.7
SV5275,Tran Thi S5,6.47
SV5276,Le Van S6,9.66
SV5277,Nguyen Van S7,7.28
SV5278,Tran Thi S8,7.27
SV5279,Le Van S9,7.67
SV5280,Nguyen Van S0,8.79
SV5281,Tran Thi S1,7.68
SV5282,Le Van S2,6.07
SV5283,Nguyen Van S3,9.09
SV5284,Tran Thi S4,4.26
SV5285,Le Van S5,6.23
SV5286,Nguyen Van S6,6.42
SV5287,Tran Thi S7,4.19
SV5288,Le Van S8,4.95
SV5289,Nguyen Van S9,6.77
SV5290,Tran Thi S0,4.18
SV5291,Le Van S1,7.26
SV5292,Nguyen Van S2,8.63
SV5293,Tran Thi S3,9.62
SV5294,Le Van S4,5.21
SV5295,Nguyen Van S5,5.78
SV5296,Tran Thi S6,9.86
SV5297,Le Van S7,8.64
SV5298,Nguyen Van S8,6.56
SV5299,Tran Thi S9,6.78
SV5300,Le Van S0,5.52
SV5301,Nguyen Van S1,5.7
SV5302,Tran Thi S2,8.47
SV5303,Le Van S3,8.45
SV5304,Nguyen Van S4,4.06
SV5305,Tran Thi S5,7.45
SV5306,Le Van S6,8.75
SV5307,Nguyen Van S7,8.18
SV5308,Tran Thi S8,8.04
SV5309,Le Van S9,8.8
SV5310,Nguyen Van S0,7.25
SV5311,Tran Thi S1,9.67
SV5312,Le Van S2,4.1
SV5313,Nguyen Van S3,4.52
SV5314,Tran Thi S4,8.44
SV5315,Le Van S5,6.1
SV5316,Nguyen Van S6,9.44
SV5317,Tran Thi S7,5.04
SV5318,Le Van S8,7.84
SV5319,Nguyen Van S9,7.54
SV5320,Tran Thi S0,5.22
SV5321,Le Van S1,4.1
SV5322,Nguyen Van S2,4.09
SV5323,Tran Thi S3,6.19
SV5324,Le Van S4,7.37
SV5325,Nguyen Van S5,7.91
SV5326,Tran Thi S6,9.17
SV5327,Le Van S7,5.75
SV5328,Nguyen Van S8,8.17
SV5329,Tran Thi S9,9.68
SV5330,Le Van S0,6.72
SV5331,Nguyen Van S1,7.39
SV5332,Tran Thi S2,9.32
SV5333,Le Van S3,6.78
SV5334,Nguyen Van S4,7.68
SV5335,Tran Thi S5,4.94
SV5336,Le Van S6,5.09
SV5337,Nguyen Van S7,6.01
SV5338,Tran Thi S8,7.35
SV5339,Le Van S9,6.22
SV5340,Nguyen Van S0,5.11
SV5341,Tran Thi S1,8.49
SV5342,Le Van S2,8.46
SV5343,Nguyen Van S3,8.82
SV5344,Tran Thi S4,6.4
SV5345,Le Van S5,8.71
SV5346,Nguyen Van S6,6.59
SV5347,Tran Thi S7,8.19
SV5348,Le Van S8,5.49
SV5349,Nguyen Van S9,9.21
SV5350,Tran Thi S0,6.51
SV5351,Le Van S1,5.04
SV5352,Nguyen Van S2,6.04
SV5353,Tran Thi S3,8.99
SV5354,Le Van S4,5.26
SV5355,Nguyen Van S5,4.83
SV5356,Tran Thi S6,9.47
SV5357,Le Van S7,7.18
SV5358,Nguyen Van S8,7.47
SV5359,Tran Thi S9,4.82
SV5360,Le Van S0,6.06
SV5361,Nguyen Van S1,5.34
SV5362,Tran Thi S2,7.64
SV5363,Le Van S3,4.25
SV5364,Nguyen Van S4,6.59
SV5365,Tran Thi S5,4.21
SV5366,Le Van S6,4.95
SV5367,Nguyen Van S7,6.42
SV5368,Tran Thi S8,4.21
SV5369,Le Van S9,9
SV5370,Nguyen Van S0,5
SV5371,Tran Thi S1,7.3
SV5372,Le Van S2,4.51
SV5373,Nguyen Van S3,6.45
SV5374,Tran Thi S4,9.41
SV5375,Le Van S5,8.59
SV5376,Nguyen Van S6,8.25
SV5377,Tran Thi S7,6.51
SV5378,Le Van S8,8.53
SV5379,Nguyen Van S9,7.97
SV5380,Tran Thi S0,9.67
SV5381,Le Van S1,5.23
SV5382,Nguyen Van S2,6.93
SV5383,Tran Thi S3,9.41
SV5384,Le Van S4,5.76
SV5385,Nguyen Van S5,7.8
SV5386,Tran Thi S6,9.51
SV5387,Le Van S7,7.14
SV5388,Nguyen Van S8,8.08
SV5389,Tran Thi S9,5.7
SV5390,Le Van S0,5.42
SV5391,Nguyen Van S1,4.71
SV5392,Tran Thi S2,4.55
SV5393,Le Van S3,7.13
SV5394,Nguyen Van S4,7.62
SV5395,Tran Thi S5,7.19
SV5396,Le Van S6,5.49
SV5397,Nguyen Van S7,8.96
SV5398,Tran Thi S8,9.28
SV5399,Le Van S9,6.36
SV5400,Nguyen Van S0,4.55
SV5401,Tran Thi S1,6.59
SV5402,Le Van S2,7.02
SV5403,Nguyen Van S3,7.55
SV5404,Tran Thi S4,5.92
SV5405,Le Van S5,6.7
SV5406,Nguyen Van S6,8.68
SV5407,Tran Thi S7,9.92
SV5408,Le Van S8,4.06
SV5409,Nguyen Van S9,4.55
SV5410,Tran Thi S0,6.6
SV5411,Le Van S1,4.95
SV5412,Nguyen Van S2,7.8
SV5413,Tran Thi S3,6.69
SV5414,Le Van S4,5.32
SV5415,Nguyen Van S5,9.94
SV5416,Tran Thi S6,5.1
SV5417,Le Van S7,6.06
SV5418,Nguyen Van S8,7.97
SV5419,Tran Thi S9,8.73
SV5420,Le Van S0,4.68
SV5421,Nguyen Van S1,5.87
SV5422,Tran Thi S2,6.59
SV5423,Le Van S3,9.4
SV5424,Nguyen Van S4,7.79
SV5425,Tran Thi S5,9.47
SV5426,Le Van S6,5.2
SV5427,Nguyen Van S7,4.27
SV5428,Tran Thi S8,5.44
SV5429,Le Van S9,7.2
SV5430,Nguyen Van S0,5.45
SV5431,Tran Thi S1,5.67
SV5432,Le Van S2,7.26
SV5433,Nguyen Van S3,5.99
SV5434,Tran Thi S4,8.31
SV5435,Le Van S5,9.22
SV5436,Nguyen Van S6,7.11
SV5437,Tran Thi S7,10
SV5438,Le Van S8,4.93
SV5439,Nguyen Van S9,5.36
SV5440,Tran Thi S0,8.81
SV5441,Le Van S1,5.44
SV5442,Nguyen Van S2,8.34
SV5443,Tran Thi S3,9.02
SV5444,Le Van S4,9.51
SV5445,Nguyen Van S5,7.69
SV5446,Tran Thi S6,8.16
SV5447,Le Van S7,6.94
SV5448,Nguyen Van S8,7.17
SV5449,Tran Thi S9,8.69
SV5450,Le Van S0,4.69
SV5451,Nguyen Van S1,8.58
SV5452,Tran Thi S2,4.89
SV5453,Le Van S3,5.09
SV5454,Nguyen Van S4,8.42
SV5455,Tran Thi S5,4.15
SV5456,Le Van S6,7.64
SV5457,Nguyen Van S7,7.94
SV5458,Tran Thi S8,6.85
SV5459,Le Van S9,7.69
SV5460,Nguyen Van S0,5.28
SV5461,Tran Thi S1,9.19
SV5462,Le Van S2,9.46
SV5463,Nguyen Van S3,4.83
SV5464,Tran Thi S4,6.04
SV5465,Le Van S5,9.69
SV5466,Nguyen Van S6,7.52
SV5467,Tran Thi S7,9.43
SV5468,Le Van S8,5.19
SV5469,Nguyen Van S9,7.62
SV5470,Tran Thi S0,5.97
SV5471,Le Van S1,4.86
SV5472,Nguyen Van S2,9.02
SV5473,Tran Thi S3,8.21
SV5474,Le Van S4,4.34
SV5475,Nguyen Van S5,8.46
SV5476,Tran Thi S6,9.39
SV5477,Le Van S7,9.21
SV5478,Nguyen Van S8,4.92
SV5479,Tran Thi S9,5.6
SV5480,Le Van S0,8.83
SV5481,Nguyen Van S1,4.47
SV5482,Tran Thi S2,6.33
SV5483,Le Van S3,7.54
SV5484,Nguyen Van S4,8.02
SV5485,Tran Thi S5,6.24
SV5486,Le Van S6,6.59
SV5487,Nguyen Van S7,7.47
SV5488,Tran Thi S8,7.68
SV5489,Le Van S9,5.01
SV5490,Nguyen Van S0,4.52
SV5491,Tran Thi S1,5.8
SV5492,Le Van S2,8.04
SV5493,Nguyen Van S3,5.4
SV5494,Tran Thi S4,9.97
SV5495,Le Van S5,9.95
SV5496,Nguyen Van S6,8.97
SV5497,Tran Thi S7,6.5
SV5498,Le Van S8,5.84
SV5499,Nguyen Van S9,4.36
SV5500,Tran Thi S0,9.1
SV5501,Le Van S1,4.55
SV5502,Nguyen Van S2,9.03
SV5503,Tran Thi S3,6.92
SV5504,Le Van S4,4.93
SV5505,Nguyen Van S5,9.31
SV5506,Tran Thi S6,6.54
SV5507,Le Van S7,8.62
SV5508,Nguyen Van S8,5.51
SV5509,Tran Thi S9,8.71
SV5510,Le Van S0,9.35
SV5511,Nguyen Van S1,6.61
SV5512,Tran Thi S2,7.31
SV5513,Le Van S3,9.9
SV5514,Nguyen Van S4,9.2
SV5515,Tran Thi S5,6.47
SV5516,Le Van S6,8.17
SV5517,Nguyen Van S7,8.65
SV5518,Tran Thi S8,4.12
SV5519,Le Van S9,9.15
SV5520,Nguyen Van S0,6.41
SV5521,Tran Thi S1,6.03
SV5522,Le Van S2,6.37
SV5523,Nguyen Van S3,8.66
SV5524,Tran Thi S4,6.42
SV5525,Le Van S5,5.73
SV5526,Nguyen Van S6,7.67
SV5527,Tran Thi S7,5.66
SV5528,Le Van S8,4.17
SV5529,Nguyen Van S9,9.45
SV5530,Tran Thi S0,5.87
SV5531,Le Van S1,4.74
SV5532,Nguyen Van S2,9.94
SV5533,Tran Thi S3,7.48
SV5534,Le Van S4,7.91
SV5535,Nguyen Van S5,8.56
SV5536,Tran Thi S6,7.39
SV5537,Le Van S7,9.79
SV5538,Nguyen Van S8,7.69
SV5539,Tran Thi S9,7.85
SV5540,Le Van S0,5.12
SV5541,Nguyen Van S1,6.84
SV5542,Tran Thi S2,8.06
SV5543,Le Van S3,8.84
SV5544,Nguyen Van S4,7.35
SV5545,Tran Thi S5,6.24
SV5546,Le Van S6,9.71
SV5547,Nguyen Van S7,5.79
SV5548,Tran Thi S8,8.92
SV5549,Le Van S9,6.89
SV5550,Nguyen Van S0,6.44
SV5551,Tran Thi S1,4.13
SV5552,Le Van S2,7.13
SV5553,Nguyen Van S3,4.43
SV5554,Tran Thi S4,9.11
SV5555,Le Van S5,9.3
SV5556,Nguyen Van S6,9.8
SV5557,Tran Thi S7,5.51
SV5558,Le Van S8,5.32
SV5559,Nguyen Van S9,6.55
SV5560,Tran Thi S0,6.56
SV5561,Le Van S1,6.05
SV5562,Nguyen Van S2,7.27
SV5563,Tran Thi S3,6.3
SV5564,Le Van S4,7.66
SV5565,Nguyen Van S5,8.14
SV5566,Tran Thi S6,7.15
SV5567,Le Van S7,4.05
SV5568,Nguyen Van S8,9.88
SV5569,Tran Thi S9,4.97
SV5570,Le Van S0,6.07
SV5571,Nguyen Van S1,4.51
SV5572,Tran Thi S2,5.87
SV5573,Le Van S3,5.2
SV5574,Nguyen Van S4,8.28
SV5575,Tran Thi S5,9.67
SV5576,Le Van S6,9.56
SV5577,Nguyen Van S7,9.57
SV5578,Tran Thi S8,4.33
SV5579,Le Van S9,5.8
SV5580,Nguyen Van S0,8.42
SV5581,Tran Thi S1,8.49
SV5582,Le Van S2,6.28
SV5583,Nguyen Van S3,6
SV5584,Tran Thi S4,6.54
SV5585,Le Van S5,4.58
SV5586,Nguyen Van S6,8.62
SV5587,Tran Thi S7,5.33
SV5588,Le Van S8,4.83
SV5589,Nguyen Van S9,6.3
SV5590,Tran Thi S0,5.66
SV5591,Le Van S1,6.95
SV5592,Nguyen Van S2,4.71
SV5593,Tran Thi S3,8.86
SV5594,Le Van S4,7.2
SV5595,Nguyen Van S5,9.49
SV5596,Tran Thi S6,7.78
SV5597,Le Van S7,9.86
SV5598,Nguyen Van S8,4.61
SV5599,Tran Thi S9,6.6
